date,bet_type,suspended,open,label,probability,odds_american,odds_decimal,odds_fractional,line,subcategory_id,bet_type_id,criterion_id,offer_id
2022-10-10,Spread,FALSE,TRUE,PHI 76ers,0.5238095238095238,-110,1.90909091,10/11,3.5,4511,1,2_0,2_66336418
2022-10-10,Spread,FALSE,TRUE,BOS Celtics,0.5238095238095238,-110,1.90909091,10/11,-3.5,4511,1,2_0,2_66336418
2022-10-10,Total,FALSE,TRUE,Over,0.5238095238095238,-110,1.90909091,10/11,214,4511,6,3_0,3_66336418
2022-10-10,Total,FALSE,TRUE,Under,0.5238095238095238,-110,1.90909091,10/11,214,4511,6,3_0,3_66336418
2022-10-10,Moneyline,FALSE,TRUE,PHI 76ers,0.40816326530612246,145,2.45,29/20,NA,4511,2,1_0,1_66336418
2022-10-10,Moneyline,FALSE,TRUE,BOS Celtics,0.6296296296296297,-170,1.5882353,10/17,NA,4511,2,1_0,1_66336418
2022-10-10,Spread,FALSE,TRUE,LA Lakers,0.5238095238095238,-110,1.90909091,10/11,6,4511,1,2_0,2_66296615
2022-10-10,Spread,FALSE,TRUE,GS Warriors,0.5238095238095238,-110,1.90909091,10/11,-6,4511,1,2_0,2_66296615
2022-10-10,Total,FALSE,TRUE,Over,0.5238095238095238,-110,1.90909091,10/11,227,4511,6,3_0,3_66296615
2022-10-10,Total,FALSE,TRUE,Under,0.5238095238095238,-110,1.90909091,10/11,227,4511,6,3_0,3_66296615
2022-10-10,Moneyline,FALSE,TRUE,LA Lakers,0.3333333333333333,200,3,2/1,NA,4511,2,1_0,1_66296615
2022-10-10,Moneyline,FALSE,TRUE,GS Warriors,0.7058823529411765,-240,1.41666667,5/12,NA,4511,2,1_0,1_66296615
2022-10-10,Spread,FALSE,TRUE,WAS Wizards,0.5238095238095238,-110,1.90909091,10/11,-2.5,4511,1,2_0,2_66356831
2022-10-10,Spread,FALSE,TRUE,IND Pacers,0.5238095238095238,-110,1.90909091,10/11,2.5,4511,1,2_0,2_66356831
2022-10-10,Total,FALSE,TRUE,Over,0.5238095238095238,-110,1.90909091,10/11,227,4511,6,3_0,3_66356831
2022-10-10,Total,FALSE,TRUE,Under,0.5238095238095238,-110,1.90909091,10/11,227,4511,6,3_0,3_66356831
2022-10-10,Moneyline,FALSE,TRUE,WAS Wizards,0.5833333333333334,-140,1.71428572,5/7,NA,4511,2,1_0,1_66356831
2022-10-10,Moneyline,FALSE,TRUE,IND Pacers,0.45454545454545453,120,2.2,6/5,NA,4511,2,1_0,1_66356831
2022-10-10,Spread,FALSE,TRUE,ORL Magic,0.5238095238095238,-110,1.90909091,10/11,4.5,4511,1,2_0,2_66356829
2022-10-10,Spread,FALSE,TRUE,DET Pistons,0.5238095238095238,-110,1.90909091,10/11,-4.5,4511,1,2_0,2_66356829
2022-10-10,Total,FALSE,TRUE,Over,0.5238095238095238,-110,1.90909091,10/11,218,4511,6,3_0,3_66356829
