date,bet_type,suspended,open,label,probability,odds_american,odds_decimal,odds_fractional,line,subcategory_id,bet_type_id,criterion_id,offer_id
2022-10-19,Spread,FALSE,TRUE,WAS Wizards,0.5238095238095238,-110,1.90909091,10/11,-1,4511,1,2_0,2_66356831
2022-10-19,Spread,FALSE,TRUE,IND Pacers,0.5238095238095238,-110,1.90909091,10/11,1,4511,1,2_0,2_66356831
2022-10-19,Total,FALSE,TRUE,Over,0.5238095238095238,-110,1.90909091,10/11,226.5,4511,6,3_0,3_66356831
2022-10-19,Total,FALSE,TRUE,Under,0.5238095238095238,-110,1.90909091,10/11,226.5,4511,6,3_0,3_66356831
2022-10-19,Moneyline,FALSE,TRUE,WAS Wizards,0.5348837209302325,-115,1.86956522,20/23,NA,4511,2,1_0,1_66356831
2022-10-19,Moneyline,FALSE,TRUE,IND Pacers,0.5121951219512195,-105,1.95238096,20/21,NA,4511,2,1_0,1_66356831
2022-10-19,Spread,FALSE,TRUE,ORL Magic,0.5238095238095238,-110,1.90909091,10/11,3.5,4511,1,2_0,2_66356829
2022-10-19,Spread,FALSE,TRUE,DET Pistons,0.5238095238095238,-110,1.90909091,10/11,-3.5,4511,1,2_0,2_66356829
2022-10-19,Total,FALSE,TRUE,Over,0.5238095238095238,-110,1.90909091,10/11,217,4511,6,3_0,3_66356829
2022-10-19,Total,FALSE,TRUE,Under,0.5238095238095238,-110,1.90909091,10/11,217,4511,6,3_0,3_66356829
2022-10-19,Moneyline,FALSE,TRUE,ORL Magic,0.425531914893617,135,2.35,27/20,NA,4511,2,1_0,1_66356829
2022-10-19,Moneyline,FALSE,TRUE,DET Pistons,0.6078431372549019,-155,1.6451613,20/31,NA,4511,2,1_0,1_66356829
2022-10-19,Spread,FALSE,TRUE,NO Pelicans,0.5238095238095238,-110,1.90909091,10/11,3,4511,1,2_0,2_66356836
2022-10-19,Spread,FALSE,TRUE,BKN Nets,0.5238095238095238,-110,1.90909091,10/11,-3,4511,1,2_0,2_66356836
2022-10-19,Total,FALSE,TRUE,Over,0.5238095238095238,-110,1.90909091,10/11,230.5,4511,6,3_0,3_66356836
2022-10-19,Total,FALSE,TRUE,Under,0.5238095238095238,-110,1.90909091,10/11,230.5,4511,6,3_0,3_66356836
2022-10-19,Moneyline,FALSE,TRUE,NO Pelicans,0.43478260869565216,130,2.3,13/10,NA,4511,2,1_0,1_66356836
2022-10-19,Moneyline,FALSE,TRUE,BKN Nets,0.6,-150,1.66666667,2/3,NA,4511,2,1_0,1_66356836
2022-10-19,Spread,FALSE,TRUE,NY Knicks,0.5238095238095238,-110,1.90909091,10/11,4.5,4511,1,2_0,2_66356843
2022-10-19,Spread,FALSE,TRUE,MEM Grizzlies,0.5238095238095238,-110,1.90909091,10/11,-4.5,4511,1,2_0,2_66356843
2022-10-19,Total,FALSE,TRUE,Over,0.5121951219512195,-105,1.95238096,20/21,226,4511,6,3_0,3_66356843
2022-10-19,Total,FALSE,TRUE,Under,0.5348837209302325,-115,1.86956522,20/23,226,4511,6,3_0,3_66356843
2022-10-19,Moneyline,FALSE,TRUE,NY Knicks,0.38461538461538464,160,2.6,8/5,NA,4511,2,1_0,1_66356843
2022-10-19,Moneyline,FALSE,TRUE,MEM Grizzlies,0.6551724137931034,-190,1.52631579,10/19,NA,4511,2,1_0,1_66356843
2022-10-19,Spread,FALSE,TRUE,HOU Rockets,0.5238095238095238,-110,1.90909091,10/11,9.5,4511,1,2_0,2_66356835
2022-10-19,Spread,FALSE,TRUE,ATL Hawks,0.5238095238095238,-110,1.90909091,10/11,-9.5,4511,1,2_0,2_66356835
2022-10-19,Total,FALSE,TRUE,Over,0.5238095238095238,-110,1.90909091,10/11,233,4511,6,3_0,3_66356835
2022-10-19,Total,FALSE,TRUE,Under,0.5238095238095238,-110,1.90909091,10/11,233,4511,6,3_0,3_66356835
2022-10-19,Moneyline,FALSE,TRUE,HOU Rockets,0.2127659574468085,370,4.7,37/10,NA,4511,2,1_0,1_66356835
2022-10-19,Moneyline,FALSE,TRUE,ATL Hawks,0.8214285714285714,-460,1.21739131,5/23,NA,4511,2,1_0,1_66356835
2022-10-19,Spread,FALSE,TRUE,CHI Bulls,0.5238095238095238,-110,1.90909091,10/11,7,4511,1,2_0,2_66356837
2022-10-19,Spread,FALSE,TRUE,MIA Heat,0.5238095238095238,-110,1.90909091,10/11,-7,4511,1,2_0,2_66356837
2022-10-19,Total,FALSE,TRUE,Over,0.5238095238095238,-110,1.90909091,10/11,216,4511,6,3_0,3_66356837
2022-10-19,Total,FALSE,TRUE,Under,0.5238095238095238,-110,1.90909091,10/11,216,4511,6,3_0,3_66356837
2022-10-19,Moneyline,FALSE,TRUE,CHI Bulls,0.30303030303030304,230,3.3,23/10,NA,4511,2,1_0,1_66356837
2022-10-19,Moneyline,FALSE,TRUE,MIA Heat,0.7333333333333333,-275,1.36363637,4/11,NA,4511,2,1_0,1_66356837
2022-10-19,Spread,FALSE,TRUE,CLE Cavaliers,0.5238095238095238,-110,1.90909091,10/11,2.5,4511,1,2_0,2_66356842
2022-10-19,Spread,FALSE,TRUE,TOR Raptors,0.5238095238095238,-110,1.90909091,10/11,-2.5,4511,1,2_0,2_66356842
2022-10-19,Total,FALSE,TRUE,Over,0.5238095238095238,-110,1.90909091,10/11,214.5,4511,6,3_0,3_66356842
2022-10-19,Total,FALSE,TRUE,Under,0.5238095238095238,-110,1.90909091,10/11,214.5,4511,6,3_0,3_66356842
2022-10-19,Moneyline,FALSE,TRUE,CLE Cavaliers,0.45454545454545453,120,2.2,6/5,NA,4511,2,1_0,1_66356842
2022-10-19,Moneyline,FALSE,TRUE,TOR Raptors,0.5833333333333334,-140,1.71428572,5/7,NA,4511,2,1_0,1_66356842
2022-10-19,Spread,FALSE,TRUE,OKC Thunder,0.5348837209302325,-115,1.86956522,20/23,10.5,4511,1,2_0,2_66356844
2022-10-19,Spread,FALSE,TRUE,MIN Timberwolves,0.5121951219512195,-105,1.95238096,20/21,-10.5,4511,1,2_0,2_66356844
2022-10-19,Total,FALSE,TRUE,Over,0.5238095238095238,-110,1.90909091,10/11,227,4511,6,3_0,3_66356844
2022-10-19,Total,FALSE,TRUE,Under,0.5238095238095238,-110,1.90909091,10/11,227,4511,6,3_0,3_66356844
2022-10-19,Moneyline,FALSE,TRUE,OKC Thunder,0.18867924528301888,430,5.3,43/10,NA,4511,2,1_0,1_66356844
2022-10-19,Moneyline,FALSE,TRUE,MIN Timberwolves,0.8484848484848485,-560,1.17857143,5/28,NA,4511,2,1_0,1_66356844
2022-10-19,Spread,FALSE,TRUE,CHA Hornets,0.5238095238095238,-110,1.90909091,10/11,-1.5,4511,1,2_0,2_66356845
2022-10-19,Spread,FALSE,TRUE,SA Spurs,0.5238095238095238,-110,1.90909091,10/11,1.5,4511,1,2_0,2_66356845
2022-10-19,Total,FALSE,TRUE,Over,0.5238095238095238,-110,1.90909091,10/11,224,4511,6,3_0,3_66356845
2022-10-19,Total,FALSE,TRUE,Under,0.5238095238095238,-110,1.90909091,10/11,224,4511,6,3_0,3_66356845
2022-10-19,Moneyline,FALSE,TRUE,CHA Hornets,0.5454545454545454,-120,1.83333334,5/6,NA,4511,2,1_0,1_66356845
2022-10-19,Moneyline,FALSE,TRUE,SA Spurs,0.5,100,2,1/1,NA,4511,2,1_0,1_66356845
2022-10-19,Spread,FALSE,TRUE,DEN Nuggets,0.5348837209302325,-115,1.86956522,20/23,-8,4511,1,2_0,2_66356846
2022-10-19,Spread,FALSE,TRUE,UTA Jazz,0.5121951219512195,-105,1.95238096,20/21,8,4511,1,2_0,2_66356846
2022-10-19,Total,FALSE,TRUE,Over,0.5348837209302325,-115,1.86956522,20/23,223,4511,6,3_0,3_66356846
2022-10-19,Total,FALSE,TRUE,Under,0.5121951219512195,-105,1.95238096,20/21,223,4511,6,3_0,3_66356846
2022-10-19,Moneyline,FALSE,TRUE,DEN Nuggets,0.7619047619047619,-320,1.3125,5/16,NA,4511,2,1_0,1_66356846
2022-10-19,Moneyline,FALSE,TRUE,UTA Jazz,0.273972602739726,265,3.65,53/20,NA,4511,2,1_0,1_66356846
2022-10-19,Spread,FALSE,TRUE,DAL Mavericks,0.5238095238095238,-110,1.90909091,10/11,4.5,4511,1,2_0,2_66356855
