date,bet_type,suspended,open,label,probability,odds_american,odds_decimal,odds_fractional,line,subcategory_id,bet_type_id,criterion_id,offer_id
2022-10-26,Spread,FALSE,TRUE,ORL Magic,0.5238095238095238,-110,1.90909091,10/11,8.5,4511,1,2_0,2_67545996
2022-10-26,Spread,FALSE,TRUE,CLE Cavaliers,0.5238095238095238,-110,1.90909091,10/11,-8.5,4511,1,2_0,2_67545996
2022-10-26,Total,FALSE,TRUE,Over,0.5238095238095238,-110,1.90909091,10/11,215.5,4511,6,3_0,3_67545996
2022-10-26,Total,FALSE,TRUE,Under,0.5238095238095238,-110,1.90909091,10/11,215.5,4511,6,3_0,3_67545996
2022-10-26,Moneyline,FALSE,TRUE,ORL Magic,0.2564102564102564,290,3.9,29/10,NA,4511,2,1_0,1_67545996
2022-10-26,Moneyline,FALSE,TRUE,CLE Cavaliers,0.7777777777777778,-350,1.28571429,2/7,NA,4511,2,1_0,1_67545996
2022-10-26,Spread,FALSE,TRUE,ATL Hawks,0.5238095238095238,-110,1.90909091,10/11,-7.5,4511,1,2_0,2_67545997
2022-10-26,Spread,FALSE,TRUE,DET Pistons,0.5238095238095238,-110,1.90909091,10/11,7.5,4511,1,2_0,2_67545997
2022-10-26,Total,FALSE,TRUE,Over,0.5238095238095238,-110,1.90909091,10/11,229,4511,6,3_0,3_67545997
2022-10-26,Total,FALSE,TRUE,Under,0.5238095238095238,-110,1.90909091,10/11,229,4511,6,3_0,3_67545997
2022-10-26,Moneyline,FALSE,TRUE,ATL Hawks,0.7468354430379747,-295,1.33898306,20/59,NA,4511,2,1_0,1_67545997
2022-10-26,Moneyline,FALSE,TRUE,DET Pistons,0.2898550724637681,245,3.45,49/20,NA,4511,2,1_0,1_67545997
2022-10-26,Spread,FALSE,TRUE,BKN Nets,0.5238095238095238,-110,1.90909091,10/11,3.5,4511,1,2_0,2_67546035
2022-10-26,Spread,FALSE,TRUE,MIL Bucks,0.5238095238095238,-110,1.90909091,10/11,-3.5,4511,1,2_0,2_67546035
2022-10-26,Total,FALSE,TRUE,Over,0.5121951219512195,-105,1.95238096,20/21,233,4511,6,3_0,3_67546035
2022-10-26,Total,FALSE,TRUE,Under,0.5348837209302325,-115,1.86956522,20/23,233,4511,6,3_0,3_67546035
2022-10-26,Moneyline,FALSE,TRUE,BKN Nets,0.4166666666666667,140,2.4,7/5,NA,4511,2,1_0,1_67546035
2022-10-26,Moneyline,FALSE,TRUE,MIL Bucks,0.6226415094339622,-165,1.6060606100000001,20/33,NA,4511,2,1_0,1_67546035
2022-10-26,Spread,FALSE,TRUE,CHA Hornets,0.5238095238095238,-110,1.90909091,10/11,8,4511,1,2_0,2_67545998
2022-10-26,Spread,FALSE,TRUE,NY Knicks,0.5238095238095238,-110,1.90909091,10/11,-8,4511,1,2_0,2_67545998
2022-10-26,Total,FALSE,TRUE,Over,0.5238095238095238,-110,1.90909091,10/11,226.5,4511,6,3_0,3_67545998
2022-10-26,Total,FALSE,TRUE,Under,0.5238095238095238,-110,1.90909091,10/11,226.5,4511,6,3_0,3_67545998
2022-10-26,Moneyline,FALSE,TRUE,CHA Hornets,0.28169014084507044,255,3.55,51/20,NA,4511,2,1_0,1_67545998
2022-10-26,Moneyline,FALSE,TRUE,NY Knicks,0.7530864197530864,-305,1.32786886,20/61,NA,4511,2,1_0,1_67545998
2022-10-26,Spread,FALSE,TRUE,PHI 76ers,0.5348837209302325,-115,1.86956522,20/23,-1,4511,1,2_0,2_67546001
2022-10-26,Spread,FALSE,TRUE,TOR Raptors,0.5121951219512195,-105,1.95238096,20/21,1,4511,1,2_0,2_67546001
2022-10-26,Total,FALSE,TRUE,Over,0.5238095238095238,-110,1.90909091,10/11,216,4511,6,3_0,3_67546001
2022-10-26,Total,FALSE,TRUE,Under,0.5238095238095238,-110,1.90909091,10/11,216,4511,6,3_0,3_67546001
2022-10-26,Moneyline,FALSE,TRUE,PHI 76ers,0.5454545454545454,-120,1.83333334,5/6,NA,4511,2,1_0,1_67546001
2022-10-26,Moneyline,FALSE,TRUE,TOR Raptors,0.5,100,2,1/1,NA,4511,2,1_0,1_67546001
2022-10-26,Spread,FALSE,TRUE,SA Spurs,0.5238095238095238,-110,1.90909091,10/11,9,4511,1,2_0,2_67546037
2022-10-26,Spread,FALSE,TRUE,MIN Timberwolves,0.5238095238095238,-110,1.90909091,10/11,-9,4511,1,2_0,2_67546037
2022-10-26,Total,FALSE,TRUE,Over,0.5238095238095238,-110,1.90909091,10/11,232,4511,6,3_0,3_67546037
2022-10-26,Total,FALSE,TRUE,Under,0.5238095238095238,-110,1.90909091,10/11,232,4511,6,3_0,3_67546037
2022-10-26,Moneyline,FALSE,TRUE,SA Spurs,0.23809523809523808,320,4.2,16/5,NA,4511,2,1_0,1_67546037
2022-10-26,Moneyline,FALSE,TRUE,MIN Timberwolves,0.7959183673469388,-390,1.25641026,10/39,NA,4511,2,1_0,1_67546037
2022-10-26,Spread,FALSE,TRUE,IND Pacers,0.5348837209302325,-115,1.86956522,20/23,7,4511,1,2_0,2_67546036
2022-10-26,Spread,FALSE,TRUE,CHI Bulls,0.5121951219512195,-105,1.95238096,20/21,-7,4511,1,2_0,2_67546036
2022-10-26,Total,FALSE,TRUE,Over,0.5238095238095238,-110,1.90909091,10/11,232.5,4511,6,3_0,3_67546036
2022-10-26,Total,FALSE,TRUE,Under,0.5238095238095238,-110,1.90909091,10/11,232.5,4511,6,3_0,3_67546036
2022-10-26,Moneyline,FALSE,TRUE,IND Pacers,0.31746031746031744,215,3.15,43/20,NA,4511,2,1_0,1_67546036
2022-10-26,Moneyline,FALSE,TRUE,CHI Bulls,0.7183098591549296,-255,1.39215687,20/51,NA,4511,2,1_0,1_67546036
2022-10-26,Spread,FALSE,TRUE,HOU Rockets,0.5238095238095238,-110,1.90909091,10/11,7,4511,1,2_0,2_67546038
2022-10-26,Spread,FALSE,TRUE,UTA Jazz,0.5238095238095238,-110,1.90909091,10/11,-7,4511,1,2_0,2_67546038
2022-10-26,Total,FALSE,TRUE,Over,0.5238095238095238,-110,1.90909091,10/11,232.5,4511,6,3_0,3_67546038
2022-10-26,Total,FALSE,TRUE,Under,0.5238095238095238,-110,1.90909091,10/11,232.5,4511,6,3_0,3_67546038
2022-10-26,Moneyline,FALSE,TRUE,HOU Rockets,0.3076923076923077,225,3.25,9/4,NA,4511,2,1_0,1_67546038
2022-10-26,Moneyline,FALSE,TRUE,UTA Jazz,0.726027397260274,-265,1.3773585,20/53,NA,4511,2,1_0,1_67546038
2022-10-26,Spread,FALSE,TRUE,MIA Heat,0.5238095238095238,-110,1.90909091,10/11,-2,4511,1,2_0,2_67546182
2022-10-26,Spread,FALSE,TRUE,POR Trail Blazers,0.5238095238095238,-110,1.90909091,10/11,2,4511,1,2_0,2_67546182
2022-10-26,Total,FALSE,TRUE,Over,0.5238095238095238,-110,1.90909091,10/11,220.5,4511,6,3_0,3_67546182
2022-10-26,Total,FALSE,TRUE,Under,0.5238095238095238,-110,1.90909091,10/11,220.5,4511,6,3_0,3_67546182
2022-10-26,Moneyline,FALSE,TRUE,MIA Heat,0.5652173913043478,-130,1.76923077,10/13,NA,4511,2,1_0,1_67546182
2022-10-26,Moneyline,FALSE,TRUE,POR Trail Blazers,0.47619047619047616,110,2.1,11/10,NA,4511,2,1_0,1_67546182
2022-10-26,Spread,FALSE,TRUE,LA Lakers,0.5121951219512195,-105,1.95238096,20/21,5.5,4511,1,2_0,2_67546039
2022-10-26,Spread,FALSE,TRUE,DEN Nuggets,0.5348837209302325,-115,1.86956522,20/23,-5.5,4511,1,2_0,2_67546039
2022-10-26,Total,FALSE,TRUE,Over,0.5238095238095238,-110,1.90909091,10/11,229,4511,6,3_0,3_67546039
2022-10-26,Total,FALSE,TRUE,Under,0.5238095238095238,-110,1.90909091,10/11,229,4511,6,3_0,3_67546039
2022-10-26,Moneyline,FALSE,TRUE,LA Lakers,0.3508771929824561,185,2.85,37/20,NA,4511,2,1_0,1_67546039
2022-10-26,Moneyline,FALSE,TRUE,DEN Nuggets,0.6825396825396826,-215,1.46511628,20/43,NA,4511,2,1_0,1_67546039
