date,bet_type,suspended,open,label,probability,odds_american,odds_decimal,odds_fractional,line,subcategory_id,bet_type_id,criterion_id,offer_id
2022-10-25,Spread,FALSE,TRUE,BAL Ravens,0.5238095238095238,-110,1.90909091,10/11,-1.5,4518,1,2_0,2_64984101
2022-10-25,Spread,FALSE,TRUE,TB Buccaneers,0.5238095238095238,-110,1.90909091,10/11,1.5,4518,1,2_0,2_64984101
2022-10-25,Total,FALSE,TRUE,Over,0.5238095238095238,-110,1.90909091,10/11,46,4518,6,3_0,3_64984101
2022-10-25,Total,FALSE,TRUE,Under,0.5238095238095238,-110,1.90909091,10/11,46,4518,6,3_0,3_64984101
2022-10-25,Moneyline,FALSE,TRUE,BAL Ravens,0.5555555555555556,-125,1.8,4/5,NA,4518,2,1_0,1_64984101
2022-10-25,Moneyline,FALSE,TRUE,TB Buccaneers,0.4878048780487805,105,2.05,21/20,NA,4518,2,1_0,1_64984101
2022-10-25,Spread,FALSE,TRUE,DEN Broncos,0.5238095238095238,-110,1.90909091,10/11,3,4518,1,2_0,2_64832820
2022-10-25,Spread,FALSE,TRUE,JAX Jaguars,0.5238095238095238,-110,1.90909091,10/11,-3,4518,1,2_0,2_64832820
2022-10-25,Total,FALSE,TRUE,Over,0.5238095238095238,-110,1.90909091,10/11,39,4518,6,3_0,3_64832820
2022-10-25,Total,FALSE,TRUE,Under,0.5238095238095238,-110,1.90909091,10/11,39,4518,6,3_0,3_64832820
2022-10-25,Moneyline,FALSE,TRUE,DEN Broncos,0.4166666666666667,140,2.4,7/5,NA,4518,2,1_0,1_64832820
2022-10-25,Moneyline,FALSE,TRUE,JAX Jaguars,0.6226415094339622,-165,1.6060606100000001,20/33,NA,4518,2,1_0,1_64832820
2022-10-25,Spread,FALSE,TRUE,PIT Steelers,0.5238095238095238,-110,1.90909091,10/11,10.5,4518,1,2_0,2_64984113
2022-10-25,Spread,FALSE,TRUE,PHI Eagles,0.5238095238095238,-110,1.90909091,10/11,-10.5,4518,1,2_0,2_64984113
